회차,번호1,번호2,번호3,번호4,번호5,번호6,보너스,1등당첨총금액,1등당첨금액,1등당첨자수,2등당첨총금액,2등당첨금액,2등당첨자수,3등당첨총금액,3등당첨금액,3등당첨자수,4등당첨총금액,4등당첨금액,4등당첨자수,5등당첨총금액,5등당첨금액,5등당첨자수
378,5,22,29,31,34,39,43,11588491200,2317698240,5,1931415210,64380507,30,1931415284,1718341,1124,3862857978,64659,59742,5119330000,5000,1023866
379,6,10,22,31,35,40,19,11192998502,1598999786,7,1865499795,26274645,71,1865500780,1390090,1342,3731000064,60096,62084,5113845000,5000,1022769
380,1,2,8,17,26,37,27,10737099300,2684274825,4,1789516554,42607537,42,1789517472,1222348,1464,3579058956,46132,77583,5687020000,5000,1137404
381,1,5,10,12,16,20,11,10749039005,565738895,19,1791506554,28895267,62,1791507445,904345,1981,3583059840,43632,82120,6056490000,5000,1211298
382,10,15,22,24,27,42,19,11080049400,1846674900,6,1846674912,57708591,32,1846675920,1523660,1212,3693367105,59315,62267,5233895000,5000,1046779
383,4,15,28,33,37,40,25,10789566300,3596522100,3,1798261052,64223609,28,1798261209,1437459,1251,3596577075,59423,60525,5050915000,5000,1010183
384,11,22,24,32,36,38,7,10976202600,3658734200,3,1829367110,44618710,41,1829367180,1505652,1215,3658777430,58927,62090,5150800000,5000,1030160
385,7,12,19,21,29,32,9,10794228900,1542032700,7,1799038152,49973282,36,1799039320,1456712,1235,3598090624,57944,62096,5131360000,5000,1026272
386,4,7,10,19,31,40,26,10429533300,1042953330,10,1738255581,29461959,59,1738256256,1032832,1683,3476574450,48150,72203,5571110000,5000,1114222
387,1,26,31,34,40,43,20,10702134000,2675533500,4,1783689024,68603424,26,1783689358,1515454,1177,3567389275,61385,58115,4893090000,5000,978618
388,1,8,9,17,29,32,45,10182175500,2545543875,4,1697029260,56567642,30,1697029893,1337297,1269,3394096225,55211,61475,5184060000,5000,1036812
389,7,16,18,20,23,26,3,10595135100,2119027020,5,1765855872,49051552,36,1765856659,1409303,1253,3531750400,58088,60800,5108455000,5000,1021691
390,16,17,28,37,39,40,15,10373997900,10373997900,1,1728999677,46729721,37,1729000679,1590617,1087,3458022956,61934,55834,4804840000,5000,960968
391,10,11,18,22,28,39,30,10508749800,10508749800,1,1751458304,54733072,32,1751459304,1309992,1337,3502921633,57611,60803,5066175000,5000,1013235
392,1,3,7,8,24,42,43,10281172200,1713528700,6,1713528720,57117624,30,1713529760,1139315,1504,3427107866,46358,73927,5629055000,5000,1125811
393,9,16,28,40,41,43,21,10896031800,1362003975,8,1816005310,51885866,35,1816005520,1694035,1072,3632059165,64915,55951,4834505000,5000,966901
394,1,13,20,22,25,28,15,10654349100,10654349100,1,1775724852,53809844,33,1775725420,1474855,1204,3551460300,63081,56300,4838920000,5000,967784
395,11,15,20,26,31,35,7,10742445000,1534635000,7,1790407500,42628750,42,1790408420,1260851,1420,3580828706,55718,64267,5192215000,5000,1038443
396,18,20,31,34,40,45,30,10593244800,5296622400,2,1765540814,51927671,34,1765540872,1468836,1202,3531094896,57336,61586,5076460000,5000,1015292
397,12,13,17,22,25,33,8,10498559100,3499519700,3,1749759877,56443867,31,1749759942,1280937,1366,3499559870,52265,66958,5447405000,5000,1089481
398,10,15,20,23,42,44,7,10722502200,2680625550,4,1787083722,57647862,31,1787084080,1607090,1112,3574207515,62263,57405,4842815000,5000,968563
399,1,2,9,17,19,42,20,10214839800,1276854975,8,1702473320,42561833,40,1702474146,1164483,1462,3405005556,44222,76998,5751160000,5000,1150232
400,9,21,27,34,41,43,2,10679337300,2669834325,4,1779889560,59329652,30,1779889980,1419370,1254,3559815072,60192,59141,4890970000,5000,978194
401,6,12,18,31,38,43,9,10513933128,1168214792,9,1752322216,60424904,29,1752322585,1293227,1355,2979950000,50000,59599,4747455000,5000,949491
402,5,9,15,19,22,36,32,10648824752,2662206188,4,1774804146,43287906,41,1774805335,1396385,1271,3132800000,50000,62656,5170240000,5000,1034048
403,10,14,22,24,28,37,26,10611984375,2122396875,5,1768664089,41131723,43,1768664443,1338883,1321,3156100000,50000,63122,5150255000,5000,1030051
404,5,20,21,24,33,40,36,10699978125,3566659375,3,1783329704,68589604,26,1783330424,1400888,1273,3177950000,50000,63559,5250325000,5000,1050065
405,1,2,10,25,26,44,4,10631634000,3543878000,3,1771939015,50626829,35,1771939753,1381091,1283,3154000000,50000,63080,5280940000,5000,1056188
406,7,12,21,24,27,36,45,10780712250,2156142450,5,1796785386,54448042,33,1796786796,1246038,1442,3330200000,50000,66604,5326620000,5000,1065324
407,6,7,13,16,24,25,1,11547951002,1649707286,7,1924658523,71283649,27,1924659160,1517870,1268,3274050000,50000,65481,5543475000,5000,1108695
408,9,20,21,22,30,37,16,11176879125,2235375825,5,1862813205,56448885,33,1862814116,1497439,1244,3105050000,50000,62101,5195800000,5000,1039160
409,6,9,21,31,32,40,38,11587959000,2896989750,4,1931326524,53647959,36,1931327640,1463127,1320,3206150000,50000,64123,5305530000,5000,1061106
410,1,3,18,32,40,41,16,11244021381,1249335709,9,1874003565,50648745,37,1874004569,1438223,1303,3297100000,50000,65942,5444780000,5000,1088956
411,11,14,22,35,37,39,5,11438730756,953227563,12,1906455132,52957087,36,1906455368,1446476,1318,3170150000,50000,63403,5207770000,5000,1041554
412,4,7,39,41,42,45,40,11593398754,1656199822,7,1932233158,56830387,34,1932233599,1579913,1223,2994100000,50000,59882,5081125000,5000,1016225
413,2,9,15,23,34,40,3,11258694000,2814673500,4,1876449024,52123584,36,1876450184,1493989,1256,3139850000,50000,62797,5311420000,5000,1062284
414,2,14,15,22,23,44,43,11703832500,11703832500,1,1950638760,55732536,35,1950639700,1598885,1220,2936300000,50000,58726,4914085000,5000,982817
415,7,17,20,26,30,40,24,10673459256,1334182407,8,1778909895,50825997,35,1778911149,1120927,1587,3570450000,50000,71409,5571295000,5000,1114259
416,5,6,8,11,22,26,44,10720371000,1072037100,10,1786728512,55835266,32,1786728859,1190359,1501,3523500000,50000,70470,5610075000,5000,1122015
417,4,5,14,20,22,43,44,11273319752,2818329938,4,1878886648,55261372,34,1878887149,1590929,1181,2943950000,50000,58879,5009085000,5000,1001817
418,11,13,15,26,28,34,31,11485198128,1435649766,8,1914199702,41613037,46,1914200960,1454560,1316,3087400000,50000,61748,5128030000,5000,1025606
419,2,11,13,14,28,30,7,11389472250,3796490750,3,1898245404,57522588,33,1898246274,1589821,1194,3005000000,50000,60100,5063185000,5000,1012637
420,4,9,10,29,31,34,27,11398851000,1424856375,8,1899808505,54280243,35,1899808931,1600513,1187,3146450000,50000,62929,5327820000,5000,1065564
421,6,11,26,27,28,44,30,11605721625,2321144325,5,1934286948,53730193,36,1934288061,1607887,1203,3147350000,50000,62947,5254365000,5000,1050873
422,8,15,19,21,34,44,12,13231508250,2205251375,6,2205251391,105011971,21,2205251583,1705531,1293,3202200000,50000,64044,5521090000,5000,1104218
423,1,17,27,28,29,40,5,11688461625,3896153875,3,1948076962,41448446,47,1948077048,1360389,1432,3497400000,50000,69948,5752140000,5000,1150428
424,10,11,26,31,34,44,30,11094808130,1109480813,10,1849134693,36257543,51,1849135674,1096759,1686,3772800000,50000,75456,5798345000,5000,1159669
425,8,10,14,27,33,38,3,12278664000,1534833000,8,2046444029,49913269,41,2046444213,1577829,1297,3303550000,50000,66071,5554745000,5000,1110949
426,4,17,18,27,39,43,19,12228934500,3057233625,4,2038155777,32351679,63,2038156505,1393135,1463,3555100000,50000,71102,5872950000,5000,1174590
427,6,7,15,24,28,30,21,12571445625,12571445625,1,2095240950,63492150,33,2095241440,1480736,1415,3570000000,50000,71400,5923600000,5000,1184720
428,12,16,19,22,37,40,8,12939148881,1437683209,9,2156524830,71884161,30,2156525280,1375335,1568,3800150000,50000,76003,6290155000,5000,1258031
429,3,23,28,34,39,42,16,13373142381,1485904709,9,2228857097,60239381,37,2228857461,1604649,1389,3412800000,50000,68256,5753260000,5000,1150652
430,1,3,16,18,30,34,44,12894105752,1611763219,8,2149017660,47755948,45,2149017696,1483104,1449,3501950000,50000,70039,5903345000,5000,1180669
431,18,22,25,31,38,45,6,12684340130,1268434013,10,2114056730,49164110,43,2114057715,1581195,1337,3343250000,50000,66865,5575270000,5000,1115054
432,2,3,5,11,27,39,33,11497137750,2299427550,5,1916189664,39920618,48,1916189962,1096846,1747,4187700000,50000,83754,6657070000,5000,1331414
433,19,23,29,33,35,43,27,13005238510,1182294410,11,2167539784,52866824,41,2167540398,1696041,1278,3295300000,50000,65906,5562685000,5000,1112537
434,3,13,20,24,33,37,35,11840482128,1480060266,8,1973413722,53335506,37,1973415266,1056998,1867,3913150000,50000,78263,6089260000,5000,1217852
435,8,16,26,30,38,45,42,12875500130,1287550013,10,2145916689,69223119,31,2145917526,1504851,1426,3391900000,50000,67838,5611400000,5000,1122280
436,9,14,20,22,33,34,28,12098132632,1512266579,8,2016355440,45826260,44,2016356475,1414987,1425,3537100000,50000,70742,5766565000,5000,1153313
437,11,16,29,38,41,44,21,12577472628,2096245438,6,2096245470,63522590,33,2096245586,1630051,1286,3226550000,50000,64531,5402695000,5000,1080539
438,6,12,20,26,29,38,45,12394279503,1377142167,9,2065713250,50383250,41,2065713656,1585352,1303,3250500000,50000,65010,5408815000,5000,1081763
439,17,20,30,31,37,40,25,11400464250,1900077375,6,1900077399,57578103,33,1900077561,1322253,1437,3766750000,50000,75335,5872985000,5000,1174597
440,10,22,28,34,36,44,2,11975238000,1995873000,6,1995873030,48679830,41,1995874335,1335033,1495,3421400000,50000,68428,5517005000,5000,1103401
441,1,23,28,30,34,35,9,12681668252,3170417063,4,2113611402,50324081,42,2113611864,1875432,1127,3001350000,50000,60027,5225820000,5000,1045164
442,25,27,29,36,38,40,41,12720717378,1413413042,9,2120119569,78522947,27,2120120783,1668073,1271,3184950000,50000,63699,5464065000,5000,1092813
443,4,6,10,19,20,44,14,11948378256,1327597584,9,1991396404,48570644,41,1991396844,1193883,1668,3720700000,50000,74414,5966165000,5000,1193233
444,11,13,23,35,43,45,17,12462565875,4154188625,3,2077094318,79888243,26,2077095160,1635508,1270,3280550000,50000,65611,5439460000,5000,1087892
445,13,20,21,30,39,45,32,12541781252,1791683036,7,2090296880,74653460,28,2090297118,1766946,1183,3071650000,50000,61433,5232515000,5000,1046503
446,1,11,12,14,26,35,6,12153742875,4051247625,3,2025623819,49405459,41,2025623875,1473181,1375,3409900000,50000,68198,5682730000,5000,1136546
447,2,7,8,9,17,33,34,10631764500,2657941125,4,1771960775,57160025,31,1771962252,1029612,1721,4218150000,50000,84363,6383685000,5000,1276737
448,3,7,13,27,40,41,36,12078638250,4026212750,3,2013106375,57517325,35,2013106914,1415687,1422,3606100000,50000,72122,5959680000,5000,1191936
449,3,10,20,26,35,43,36,12179145750,4059715250,3,2029857648,52047632,39,2029858110,1567458,1295,3298150000,50000,65963,5570125000,5000,1114025
450,6,14,19,21,23,31,13,11942349750,1990391625,6,1990391654,58540931,34,1990392842,1475458,1349,3373050000,50000,67461,5569835000,5000,1113967
451,12,15,20,24,30,38,29,11467806376,882138952,13,1911301063,61654873,31,1911301652,1185671,1612,3734800000,50000,74696,5905375000,5000,1181075
452,8,10,18,30,32,34,27,11492118000,1276902000,9,1915353024,39903188,48,1915353462,1475619,1298,3343200000,50000,66864,5562355000,5000,1112471
453,12,24,33,38,40,42,30,11313661875,2262732375,5,1885610340,52378065,36,1885611628,1335419,1412,3462500000,50000,69250,5480180000,5000,1096036
454,13,25,27,34,38,41,10,11263879130,1609125590,7,1877313221,43658447,43,1877313746,1343818,1397,3724000000,50000,74480,5452100000,5000,1090420
455,4,19,20,26,30,35,24,11449980381,1635711483,7,1908330080,59635315,32,1908330784,1317908,1448,3452800000,50000,69056,5665485000,5000,1133097
456,1,7,12,18,23,27,44,11189535378,1598505054,7,1864922592,47818528,39,1864923792,1154037,1616,3792900000,50000,75858,5998060000,5000,1199612
457,8,10,18,23,27,40,33,11599028250,1159902825,10,1933171382,41131306,47,1933172382,1283647,1506,3626200000,50000,72524,5747955000,5000,1149591
458,4,9,10,32,36,40,18,12870501000,1608812625,8,2145083512,41251606,52,2145083494,1496918,1433,3645100000,50000,72902,6083360000,5000,1216672
459,4,6,10,14,25,40,12,11590895631,1655842233,7,1931815954,41995999,46,1931816764,1260977,1532,3654200000,50000,73084,5836320000,5000,1167264
460,8,11,28,30,43,45,41,12723583128,3180895782,4,2120597190,70686573,30,2120598351,1622493,1307,3339950000,50000,66799,5654090000,5000,1130818
461,11,18,26,31,37,40,43,11692049250,1948674875,6,1948674880,60896090,32,1948676527,1134931,1717,3780250000,50000,75605,5942645000,5000,1188529
462,3,20,24,32,37,45,4,11868474376,1483559297,8,1978079064,50719976,39,1978080424,1418996,1394,3355300000,50000,67106,5482845000,5000,1096569
463,23,29,31,33,34,44,40,0,0,0,2023433208,54687384,37,2023434336,1613584,1254,3112550000,50000,62251,5302560000,5000,1060512
464,6,12,15,34,42,44,4,43624374378,3355721106,13,5247295950,67273025,78,5247297265,1668457,3145,7994950000,50000,159899,13412820000,5000,2682564
465,1,8,11,13,22,38,31,13465640251,1923662893,7,2244273392,48788552,46,2244274859,1295023,1733,4162200000,50000,83244,6780260000,5000,1356052
466,4,10,13,23,32,44,20,13772821131,1530313459,9,2295470210,41735822,55,2295471438,1314703,1746,4156600000,50000,83132,6637015000,5000,1327403
467,2,12,14,17,24,40,39,12918969756,1435441084,9,2153161626,65247322,33,2153163096,1188936,1811,4415700000,50000,88314,7050960000,5000,1410192
468,8,13,15,28,37,43,17,13744774503,1527197167,9,2290795782,69418054,33,2290795933,1572269,1457,3535050000,50000,70701,5937860000,5000,1187572
469,4,21,22,34,37,38,33,13320525000,3330131250,4,2220087507,67275379,33,2220088763,1738519,1277,3294000000,50000,65880,5627770000,5000,1125554
470,10,16,20,39,41,42,27,12999991875,4333330625,3,2166665328,80246864,27,2166666670,1558753,1390,3585300000,50000,71706,6037860000,5000,1207572
471,6,13,29,37,39,41,43,13575330006,1939332858,7,2262555000,75418500,30,2262555425,1856075,1219,3164850000,50000,63297,5480880000,5000,1096176
472,16,25,26,31,36,43,44,12667592630,1809656090,7,2111265450,91794150,23,2111265624,1561587,1352,3410600000,50000,68212,5663880000,5000,1132776
473,8,13,20,22,23,36,34,13001672252,3250418063,4,2166945408,60192928,36,2166946314,1650378,1313,3353200000,50000,67064,5744855000,5000,1148971
474,4,13,18,31,33,45,43,14050362000,936690800,15,2341727040,48785980,48,2341727322,1347369,1738,4075000000,50000,81500,6680425000,5000,1336085
475,1,9,14,16,21,29,3,13551384376,1693923047,8,2258564088,68441336,33,2258565456,1519896,1486,3762850000,50000,75257,6190275000,5000,1238055
476,9,12,13,15,37,38,27,13759405876,3439851469,4,2293234346,67448069,34,2293234564,1772206,1294,3432150000,50000,68643,6017885000,5000,1203577
477,14,25,29,32,33,45,37,15352094632,1919011829,8,2558682456,77535832,33,2558682698,1735877,1474,3650050000,50000,73001,6281195000,5000,1256239
478,18,29,30,37,39,43,8,13821146626,987224759,14,2303524440,65814984,35,2303525695,1792627,1285,3353450000,50000,67069,5706305000,5000,1141261
479,8,23,25,27,35,44,24,13398279000,2233046500,6,2233046526,65677839,34,2233046685,1607665,1389,3574450000,50000,71489,5985595000,5000,1197119
480,3,5,10,17,30,31,16,11986969128,2996742282,4,1997828200,39956564,50,1997828874,1007478,1983,4814400000,50000,96288,6910815000,5000,1382163
481,3,4,23,29,40,41,20,13918067250,4639355750,3,2319677880,68225820,34,2319678748,1792642,1294,3334750000,50000,66695,5929135000,5000,1185827
482,1,10,16,24,25,35,43,13285448253,1897921179,7,2214241380,73808046,30,2214241469,1350971,1639,3926100000,50000,78522,6460695000,5000,1292139
483,12,15,19,22,28,34,5,12835983375,2567196675,5,2139330584,40364728,53,2139331292,1134322,1886,4174000000,50000,83480,6502685000,5000,1300537
484,1,3,27,28,32,45,11,13831818378,2305303063,6,2305303072,72040721,32,2305303819,1716533,1343,3514250000,50000,70285,5986315000,5000,1197263
485,17,22,26,27,36,39,20,13513274253,1501474917,9,2252212380,68248860,33,2252213754,1601859,1406,3639250000,50000,72785,6189490000,5000,1237898
486,1,2,23,25,38,40,43,13112243625,1008634125,13,2185373938,75357722,29,2185374946,1455946,1501,3632900000,50000,72658,6154520000,5000,1230904
487,4,8,25,27,37,41,21,13110646128,1638830766,8,2185107732,47502342,46,2185108560,1376880,1587,3831950000,50000,76639,6325440000,5000,1265088
488,2,8,17,30,31,38,25,13303935750,1330393575,10,2217322635,67191595,33,2217322615,1648567,1345,3461200000,50000,69224,5906765000,5000,1181353
489,2,4,8,15,20,27,11,12638163750,2106360625,6,2106360672,40506936,52,2106361748,1369546,1538,3791100000,50000,75822,6137260000,5000,1227452
490,2,7,26,29,40,43,42,13021639127,1860234161,7,2170273203,74837007,29,2170274526,1599318,1357,3298050000,50000,65961,5634825000,5000,1126965
491,8,17,35,36,39,42,4,13218537752,3304634438,4,2203089648,71067408,31,2203089840,1619919,1360,3414500000,50000,68290,5667720000,5000,1133544
492,22,27,31,35,37,40,42,12465069000,2493013800,5,2077511520,51937788,40,2077511802,1448753,1434,3466350000,50000,69327,5760285000,5000,1152057
493,20,22,26,33,36,37,25,13060083006,1451120334,9,2176680519,80617797,27,2176681056,1621968,1342,3430400000,50000,68608,5772075000,5000,1154415
494,5,7,8,15,30,43,22,12655060884,1054588407,12,2109176840,52729421,40,2109177954,1370486,1539,3708700000,50000,74174,6078680000,5000,1215736
495,4,13,22,27,34,44,6,12669870000,2111645000,6,2111645008,47991932,44,2111645984,1346713,1568,3788100000,50000,75762,6141720000,5000,1228344
496,4,13,20,29,36,41,39,13143729000,3285932250,4,2190621522,47622207,46,2190622458,1577122,1389,3343650000,50000,66873,5589280000,5000,1117856
497,19,20,23,24,43,44,13,13336906878,2222817813,6,2222817840,74093928,30,2222818444,1936253,1148,3055050000,50000,61101,5368200000,5000,1073640
498,13,14,24,32,39,41,3,12978012376,3244503094,4,2163002065,61800059,35,2163002294,1621441,1334,3423550000,50000,68471,5698060000,5000,1139612
499,5,20,23,27,35,40,43,12211440750,4070480250,3,2035240146,44244351,46,2035241434,1344281,1514,3839850000,50000,76797,6262045000,5000,1252409
500,3,4,12,20,24,34,41,12159651375,1351072375,9,2026608624,29803068,68,2026609392,1106832,1831,4248950000,50000,84979,6544315000,5000,1308863
501,1,4,10,17,31,42,2,12100800376,3025200094,4,2016800117,33062297,61,2016800973,1230507,1639,3861750000,50000,77235,6362705000,5000,1272541
502,6,22,28,32,34,40,26,13208748750,2201458125,6,2201458149,71014779,31,2201459130,1485465,1482,3508000000,50000,70160,5880655000,5000,1176131
503,1,5,27,30,34,36,40,12975444377,1853634911,7,2162574078,51489859,42,2162574148,1673819,1292,3491100000,50000,69822,5994410000,5000,1198882
504,6,14,22,26,43,44,31,12989132631,1443236959,9,2164855452,74650188,29,2164855530,1672995,1294,3162850000,50000,63257,5411825000,5000,1082365
505,7,20,22,25,38,40,44,11507731128,1917955188,6,1917955190,50472505,38,1917956160,1331914,1440,3487900000,50000,69758,5720070000,5000,1144014
506,6,9,11,22,24,30,31,12220001625,4073333875,3,2036666940,61717180,33,2036667168,1282536,1588,3764450000,50000,75289,6123870000,5000,1224774
507,12,13,32,33,40,41,4,12747949875,1416438875,9,2124658320,73264080,29,2124659619,1442403,1473,3670550000,50000,73411,6151570000,5000,1230314
508,5,27,31,34,35,43,37,12796462880,1599557860,8,2132743828,68798188,31,2132744376,1336306,1596,3773000000,50000,75460,6170245000,5000,1234049
509,12,25,29,35,42,43,24,13445380500,2689076100,5,2240896752,65908728,34,2240897380,1824835,1228,3246700000,50000,64934,5521305000,5000,1104261
510,12,29,32,33,39,40,42,13220790750,2644158150,5,2203465125,88138605,25,2203466002,1670558,1319,3486200000,50000,69724,5868575000,5000,1173715
511,3,7,14,23,26,42,24,12993475500,2165579250,6,2165579253,58529169,37,2165579616,1420984,1524,3615500000,50000,72310,6045020000,5000,1209004
512,4,5,9,13,26,27,1,12221227876,940094452,13,2036871356,39170603,52,2036871724,1210982,1682,4121950000,50000,82439,6591980000,5000,1318396
513,5,8,21,23,27,33,12,13768874250,4589624750,3,2294812404,42496526,54,2294812824,1411324,1626,4113500000,50000,82270,6686775000,5000,1337355
514,1,15,20,26,35,42,9,13353166500,4451055500,3,2225527776,61820216,36,2225528430,1634015,1362,3516150000,50000,70323,5905830000,5000,1181166
515,2,11,12,15,23,37,8,13200466875,13200466875,1,2200077845,62859367,35,2200079200,1517296,1450,3738650000,50000,74773,6290195000,5000,1258039
516,2,8,23,41,43,44,30,14236092002,1294190182,11,2372682016,74146313,32,2372682090,1773305,1338,3361650000,50000,67233,5849775000,5000,1169955
517,1,9,12,28,36,41,10,13295288625,2659057725,5,2215881440,55397036,40,2215882233,1484181,1493,3542700000,50000,70854,5964360000,5000,1192872
518,14,23,30,32,34,38,6,13582824750,2263804125,6,2263804150,66582475,34,2263804115,1678135,1349,3555500000,50000,71110,5994850000,5000,1198970
519,6,8,13,16,30,43,3,13654209751,1950601393,7,2275701632,71115676,32,2275702570,1677010,1357,3570250000,50000,71405,6031240000,5000,1206248
520,4,22,27,28,38,40,1,13003232628,2167205438,6,2167205440,58573120,37,2167206302,1332026,1627,3859800000,50000,77196,6304455000,5000,1260891
521,3,7,18,29,32,36,19,13547367376,1693420922,8,2257894605,42601785,53,2257894548,1400679,1612,3779450000,50000,75589,6250080000,5000,1250016
522,4,5,13,14,37,41,11,13689738000,2281623000,6,2281623006,58503154,39,2281624150,1526170,1495,3803900000,50000,76078,6469805000,5000,1293961
523,1,4,37,38,40,45,7,12462490880,1780355840,7,2077081847,48304229,43,2077083153,1334029,1557,3985300000,50000,79706,6237270000,5000,1247454
524,10,11,29,38,41,45,21,13966782376,3491695594,4,2327797080,64661030,36,2327797542,1739759,1338,3393300000,50000,67866,5815375000,5000,1163075
525,11,23,26,29,39,44,22,13510191375,1501132375,9,2251698598,54919478,41,2251699900,1459300,1543,3689550000,50000,73791,6079865000,5000,1215973
526,7,14,17,20,35,39,31,13419287631,1491031959,9,2236547964,45643836,49,2236548672,1453248,1539,3916250000,50000,78325,6455270000,5000,1291054
527,1,12,22,32,33,42,38,13421022758,1032386366,13,2236837135,77132315,29,2236838961,1137183,1967,4160600000,50000,83212,6437520000,5000,1287504
528,5,17,25,31,39,40,10,13176780375,1197889125,11,2196130142,25536397,86,2196130882,1212662,1811,4372150000,50000,87443,6833080000,5000,1366616
529,18,20,24,27,31,42,39,13992918376,1749114797,8,2332153065,70671305,33,2332153898,1552699,1502,3753450000,50000,75069,6412215000,5000,1282443
530,16,23,27,29,33,41,22,13548218629,1231656239,11,2258036440,56450911,40,2258037558,1558342,1449,3779750000,50000,75595,6276500000,5000,1255300
531,1,5,9,21,27,35,45,13693677750,1521519750,9,2282279664,54339992,42,2282281226,1410557,1618,3937850000,50000,78757,6587445000,5000,1317489
532,16,17,23,24,29,44,3,15518274002,2216896286,7,2586379016,99476116,26,2586379920,1747554,1480,3709300000,50000,74186,6443360000,5000,1288672
533,9,14,15,17,31,33,23,14285372632,1785671579,8,2380895440,54111260,44,2380896609,1569477,1517,3925450000,50000,78509,6665065000,5000,1333013
534,10,24,26,29,37,38,32,14215763250,14215763250,1,2369293905,43078071,55,2369294722,1541506,1537,3997150000,50000,79943,6662230000,5000,1332446
535,11,12,14,15,18,39,34,14806809000,4935603000,3,2467801500,79606500,31,2467801728,1632144,1512,3837100000,50000,76742,6682430000,5000,1336486
536,7,8,18,32,37,43,12,14393759633,1308523603,11,2398959960,59973999,40,2398961036,1431361,1676,4006950000,50000,80139,6683105000,5000,1336621
537,12,23,26,30,36,43,11,14728272377,2104038911,7,2454712085,70134631,35,2454713360,1699940,1444,3763250000,50000,75265,6325715000,5000,1265143
538,6,10,18,31,32,34,11,14064064875,4688021625,3,2344010832,48833559,48,2344012464,1359636,1724,4126450000,50000,82529,6738150000,5000,1347630
539,3,19,22,31,42,43,26,14589330003,1621036667,9,2431555014,57894167,42,2431555959,1600761,1519,3779600000,50000,75592,6352395000,5000,1270479
540,3,12,13,15,34,36,14,13925556750,1989365250,7,2320926140,89266390,26,2320927344,1647216,1409,3631450000,50000,72629,6170970000,5000,1234194
541,8,13,26,28,32,34,43,13962598881,1269327171,11,2327099840,58177496,40,2327099860,1611565,1444,3695550000,50000,73911,6231175000,5000,1246235
542,5,6,19,26,41,45,34,14010915378,2335152563,6,2335152586,89813561,26,2335153184,1603814,1456,3612100000,50000,72242,6181260000,5000,1236252
543,13,18,26,31,34,44,12,13355218128,1112934844,12,2225869710,47358930,47,2225870976,1131032,1968,4076000000,50000,81520,6402165000,5000,1280433
544,5,17,21,25,36,44,10,13603049629,1046388433,13,2267174955,48237765,47,2267175075,1484725,1527,3713150000,50000,74263,6177545000,5000,1235509
545,4,24,25,27,34,35,2,13188937883,1198994353,11,2198156352,52337056,42,2198157375,1468375,1497,3865050000,50000,77301,6533285000,5000,1306657
546,8,17,20,27,37,43,6,12178198500,405939950,30,2029699760,36903632,55,2029701070,652637,3110,5223450000,50000,104469,6895535000,5000,1379107
547,6,7,15,22,34,39,28,14192222250,2838444450,5,2365370424,43803156,54,2365371864,1528018,1548,3776350000,50000,75527,6284920000,5000,1256984
548,1,12,13,21,32,45,14,13894975128,1736871891,8,2315829198,50344113,46,2315829824,1406944,1646,3902850000,50000,78057,6456430000,5000,1291286
549,29,31,35,38,40,44,17,14086440376,1760805047,8,2347740080,67078288,35,2347741028,1578844,1487,3585000000,50000,71700,6065385000,5000,1213077
550,1,7,14,20,34,37,41,12305471255,1118679205,11,2050911900,35360550,58,2050913128,751801,2728,5171050000,50000,103421,6642540000,5000,1328508
551,3,6,20,24,27,44,25,13526973750,13526973750,1,2254495648,70452989,32,2254495680,1565622,1440,3890550000,50000,77811,6568170000,5000,1313634
552,1,10,20,32,35,40,43,13308242250,1330824225,10,2218040415,49289787,45,2218041744,1226793,1808,4320450000,50000,86409,6736420000,5000,1347284
553,2,7,17,28,29,39,37,13497788628,2249631438,6,2249631488,43262144,52,2249632359,1365897,1647,3884350000,50000,77687,6362340000,5000,1272468
554,13,14,17,32,41,42,6,13627787250,6813893625,2,2271297910,55397510,41,2271299100,1530525,1484,3721800000,50000,74436,6170050000,5000,1234010
555,11,17,21,24,26,36,12,13688218880,1711027360,8,2281369816,49594996,46,2281369902,1468063,1554,3902300000,50000,78046,6483650000,5000,1296730
556,12,20,23,28,30,44,43,14036464127,2005209161,7,2339410718,57058798,41,2339411191,1657981,1411,3684450000,50000,73689,6287660000,5000,1257532
557,4,20,26,28,35,40,31,13216485002,1888069286,7,2202747541,51226687,43,2202748704,1465568,1503,3728450000,50000,74569,6192850000,5000,1238570
558,12,15,19,26,40,43,29,13159136630,1315913663,10,2193189465,43003715,51,2193189504,1557663,1408,3891700000,50000,77834,6032285000,5000,1206457
559,11,12,25,32,44,45,23,13483019256,1926145608,7,2247169890,53504045,42,2247170850,1434975,1566,3691150000,50000,73823,6198200000,5000,1239640
560,1,4,20,23,29,45,28,13836880505,1976697215,7,2306146760,57653669,40,2306148156,1562431,1476,3656150000,50000,73123,6177325000,5000,1235465
561,5,7,18,37,42,45,20,13768561125,2753712225,5,2294760201,55969761,41,2294761368,1600252,1434,3698300000,50000,73966,6262810000,5000,1252562
562,4,11,13,17,20,31,33,12833640754,1166694614,11,2138940153,41940003,51,2138940923,1195607,1789,4254700000,50000,85094,6777885000,5000,1355577
563,5,10,16,17,31,32,21,13529149501,1932735643,7,2254858250,59338375,38,2254858438,1373239,1642,3997250000,50000,79945,6623950000,5000,1324790
564,14,19,25,26,27,34,2,13543608001,1934801143,7,2257268000,70539625,32,2257268279,1368871,1649,4155000000,50000,83100,6793090000,5000,1358618
